#Copyright 2010, 2011, 2012 Am Faclair Beag
#
#   This program is free software: you can redistribute it and/or modify
#   it under the terms of the GNU General Public License as published by
#   the Free Software Foundation, either version 3 of the License, or
#   (at your option) any later version.
#
#   This program is distributed in the hope that it will be useful,
#   but WITHOUT ANY WARRANTY; without even the implied warranty of
#   MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
#   GNU General Public License for more details.
#
#   You should have received a copy of the GNU General Public License
#   along with this program.  If not, see <http://www.gnu.org/licenses/>.
1441,aisean mheadhanach,None
1442,aisean-dheiridh,None
1443,aisean-thoisich,None
1444,aiseid,None
1445,aiseirigh a' chuirp,None
1446,"domhanas, dhomhanas, domhanais, dhomhanais, , , , , , , dhomhanais, , , , , , , , , , , , , , , , , , , , , , ",Common Masculine Noun
1447,"ais-ghairmeam, ais-ghairm, ais-ghairmeadh, ais-ghairmeamaid, ais-ghairmibh, ais-ghairmeadh, ais-ghairm, , , , , , , , , , , , , , , , ais-ghairmidh, dh'ais-ghairmeas, ais-ghairm, ais-ghairm, dh'ais-ghairm, do dh'ais-ghairm, ais-ghairmte, ais-ghairmte, dh'ais-ghairminn, dh'ais-ghairmeadh, dh'ais-ghairmeamaid, ais-ghairminn, ais-ghairminn, ais-ghairmeadh, ais-ghairmeadh, ais-ghairmeamaid, ais-ghairmeamaid, ais-ghairmear, ais-ghairmtear, ais-ghairmear, dh'ais-ghairmear, ais-ghairmear, ais-ghairmear, dh'ais-ghairmeadh, do dh'ais-ghairmeadh, dh'ais-ghairmte, dh'ais-ghairmiste, dh'ais-ghairmist, ais-ghairmte, ais-ghairmiste, ais-ghairmist, ais-ghairmte, ais-ghairmiste, ais-ghairmist, , ",Verb
1448,ais-ghairm an cabhlach,None
1449,ais-ghairm bathair,None
1450,ais-ghairm bathar,Adjective
1451,"Àisia, , Àisia, , Àisia, , , , , , ",Feminine Names
1452,aisig [A1] do [A2] air ais,Adjective
1453,"aisig o thaigh gu taigh, aisig bho thaigh gu taigh",Adjective
1454,ais-ìoc,None
1455,ais-ìocadh,NULL
1456,ais-ìocadh cìse,NULL
1457,aisith,NULL
1458,aisling air [A],Adjective
1459,"ais-mholadh, ais-mholadh, ais-mholaidh, ais-mholaidh, , , , , , , ais-mholaidh, ais-mholaidhean, ais-mholaidhean, , , , , , , ais-mholadhaibh, ais-mholadhaibh, ais-mholaidhean, ais-mholaidhean, , , , , , , ais-mholaidhean, , , ",Common Masculine Noun
1460,aisnean droma,NULL
1461,"ais-tachraiseam, ais-tachrais, ais-tachraiseadh, ais-tachraiseamaid, ais-tachraisibh, ais-tachraiseadh, ais-tachras, , , , , , , , , , , , , , , , ais-tachraisidh, dh'ais-tachraiseas, ais-tachrais, ais-tachrais, dh'ais-tachrais, do dh'ais-tachrais, ais-tachraiste, ais-tachraiste, dh'ais-tachraisinn, dh'ais-tachraiseadh, dh'ais-tachraiseamaid, ais-tachraisinn, ais-tachraisinn, ais-tachraiseadh, ais-tachraiseadh, ais-tachraiseamaid, ais-tachraiseamaid, ais-tachraisear, ais-tachraistear, ais-tachraisear, dh'ais-tachraisear, ais-tachraisear, ais-tachraisear, dh'ais-tachraiseadh, do dh'ais-tachraiseadh, dh'ais-tachraiste, dh'ais-tachraisiste, dh'ais-tachraisist, ais-tachraiste, ais-tachraisiste, ais-tachraisist, ais-tachraiste, ais-tachraisiste, ais-tachraisist, , ",Verb
1462,"àite, àite, àite, àite, , , , , , , àite, àitean, àitean, àiteachan, , àitichean, , , , àitibh, àitibh, àitean, àitean, àiteachan, , àitichean, , àitichean, , , , , ",Common Masculine Noun
1463,àite [A] san t-sòisealtas,None
1464,àite [AS],NULL
1465,àite-còmhnaidh seasmhach,Adjective
1466,àite feurach,Adjective
1467,àite iargalta,Adjective
1468,àite lurach,None
1469,àite tàimh,Adjective
1470,àite tìorail,None
1471,àite-adhlaic,Adjective
1472,aiteal an òir,None
1473,aiteal gréine,None
1474,"iomrallachd, , iomrallachd, , iomrallachd, , , , , , , , , iomrallachdan, , , , , , , , iomrallachdaibh, , iomrallachdan, , , , , , , , , , ",Common Feminine Noun
1475,"aiteam, , aiteim, aitim, , , , , , , , , aiteaman, , , , , , , , aiteamaibh, , aiteaman, , , , , , , , aiteaman, , , ",Common Masculine Noun
1476,"aiteann, , aitinn, , , , , , , , , aitinn, , , , , , , , aiteannaibh, , aiteann, , , , , , , , aiteanna, , , ",Common Masculine Noun
1477,àite-eunaich,NULL
1478,àite-seasaimh,None
1479,"aitheamh, aitheamh, aitheimh, aitheimh, , , , , , , aitheimh, aitheamhan, , aithean, , , , , , aitheamhaibh, aitheamhaibh, aitheamhan, , , , , , , , aitheamhan, , , ",Common Masculine Noun
1480,aithghearr rud a thogail,NULL
1481,aithinne,NULL
1482,aithisg ùineach,None
1483,"àithne, , àithne, , àithne, , , , , , , , , àitheantan, , àithntean, , , , , , àithneibh, , àitheantan, , , , , , , , , , ",Common Feminine Noun
1484,aithne bratha,NULL
1485,aithne gun chuimhne,NULL
1486,"aithneach, , aithnich, , , , , , , , , aithnich, , , , , , , , aithneachaibh, , aithneach, , , , , , , , aithneacha, , , ",Common Masculine Noun
1487,aithneachadh léirsinneach litrichean,None
1488,àithne-chùirte,None
1489,"aithnicheam, aithnich, aithnicheadh, aithnicheamaid, aithnichibh, aithnicheadh, aithneachadh, , , , , , , , , , , , , , , , aithnichidh, dh'aithnicheas, aithnich, aithnich, dh'aithnich, do dh'aithnich, aithnichte, aithnichte, dh'aithnichinn, dh'aithnicheadh, dh'aithnicheamaid, aithnichinn, aithnichinn, aithnicheadh, aithnicheadh, aithnicheamaid, aithnicheamaid, aithnichear, aithnichtear, aithnichear, dh'aithnichear, aithnichear, aithnichear, dh'aithnicheadh, do dh'aithnicheadh, dh'aithnichte, dh'aithnichiste, dh'aithnichist, aithnichte, aithnichiste, aithnichist, aithnichte, aithnichiste, aithnichist, , ",Verb
1490,aithnich,None
1491,aithnichear leòmhann air sgrìob dhe ìne,None
1492,aithnichidh na leth-chiallaich a chéile,NULL
1493,aithris bàrdachd,None
1494,aithris fianaise,NULL
1495,aithris nam bannan sgrìobhte,NULL
1496,aithris-rùin,None
1497,"aithris-àichidh, , aithris-àichidh, , aithrise-àichidh, , , , , , , , , aithrisean-àichidh, , , , , , , , aithrisibh-àichidh, , aithrisean-àichidh, , , , , , , , , , ",Common Feminine Noun
1498,"aitreabh, , aitreibh, , , , , , , , , aitreabhan, , , , , , , , aitreabhaibh, , aitreabhan, , , , , , , , aitreabhan, , , ",Common Masculine Noun
1499,aitreabh thogalaichean,None
1500,"àl, àl, àil, àil, , , , , , , àil, àil, àil, , , , , , , àlaibh, àlaibh, àil, àil, , , , , , , àil, , , ",Common Masculine Noun
1501,"alachag, alachag, alachaig, alachaig, alachaige, alachaige, , , , , , , alachag, alachagan, alachagan, , , , , , , alachagaibh, alachagaibh, alachagan, alachagan, , , , , , , alachagan, , ",Common Feminine Noun
1502,"àlainn, àluinn, àlainn, àlainne, àluinne, àilne, àlainnde, àilindeach, àildiche, àilinde, àilde, àluinnde, àlainne, , , àlainn, àlainn, àlainn, àlainn, àlainne, àlainne, àlainn, àlainn, , ",Adjective
1503,àlas,NULL
1504,àlas ceud bliadhna,None
1505,"ùidheil, , ùidheile, , , , ùidheil, , ùidheil, , ùidheile, , ùidheil, , , ",Adjective
1506,"alasgach, alascach, , alasgaiche, alascaiche, , , , alasgach, , alasgaich, alascaich, , alasgaiche, , alasgaich, , , ",Adjective
1507,"Alasga, Alasca, , Alasga, , Alasga, , , , , , ",Feminine Names
1508,"Alastair, Alasdair, , Alastair, Alasdair, , , Alastair, Alasdair, , ",Masculine Names
1509,Alastair MacCoinnich,NULL
1510,Alastair MacGilleMhìcheil,Adjective
1511,"marbh, mharbh, mairbhe, mhairbhe, , , marbha, mharbha, mairbh, mhairbh, mairbhe, mhairbhe, mairbh, mhairbh, , ",Adjective
1512,Alba Eachdraidheil,None
1513,Alba Nuadh,None
31838,"gin, ghin, gin, ghin, gine, ghine, , , , , , , ghin, ginean, ghinean, , , , , , , ginibh, ghinibh, ginean, ghinean, , , , , , , ghinean, , ",Common Feminine Noun
1514,"Albàinea, , Albàinea, , Albàinea, , , , , , ",Feminine Names
1515,"Albàineach, , Albàiniche, , , , Albàineach, , Albàinich, , Albàiniche, , Albàinich, , , ",Adjective
1516,"Albàinis, , Albàinis, , Albàinise, , , , , , ",Feminine Names
1517,"Albais, , Albais, , Albaise, , , , , , ",Feminine Names
1518,"albam, , albaim, , , , , , , , , albaman, , , , , , , , albamaibh, , albaman, , , , , , , , albaman, , , ",Common Masculine Noun
1519,"Albàineach, , Albàinich, , , , , , , , , Albàinich, , , , , , , , Albàineachaibh, , Albàineach, , , , , , , , Albàineacha, , , ",Common Masculine Noun
1520,"Albannach, , Albannaiche, , , , Albannach, , Albannaich, , Albannaiche, , Albannaich, , , ",Adjective
1521,"Albannach, Albannach, Albannaich, Albannaich, , , , , , , Albannaich, Albannaich, Albannaich, , , , , , , Albannachaibh, Albannachaibh, Albannach, Albannach, , , , , , , Albannaich, , , ",Common Masculine Noun
1522,"albatras, , albatrais, , , , , , , , , albatrasan, , , , , , , , albatrasaibh, , albatrasan, , , , , , , , albatrasan, , , ",Common Masculine Noun
1523,"algairim, algairim, algairim, algairim, algairime, algairime, , , , , , , algairim, algairimean, , , , , , , , algairimibh, algairimibh, algairimean, , , , , , , , , , ",Common Feminine Noun
1524,Algiers,NULL
1525,Alighera,NULL
1526,guth-taghaidh,None
1527,allach,NULL
1528,"allt, allt, uillt, uillt, , , , , , , uillt, uillt, uillt, , , , , , , alltaibh, alltaibh, allt, allt, , , , , , , allt, , , ",Common Masculine Noun
1529,Allt a' Bhaile Mhóir,NULL
1530,Allt a' Bhàilidh,NULL
1531,Allt a' Bhròlainn,NULL
1532,Allt a' Choire-Bheithe,NULL
1533,allt a' falbh á loch,NULL
1534,Allt a' Ghaireil,NULL
1535,Allt a' Mheiligein,NULL
1536,Allt a' Mhuilinn,NULL
1537,Allt a' Mhuilinn,NULL
1538,Allt an Aifrinn,NULL
1539,Allt an Dotair,NULL
1540,Allt an Lòin,NULL
1541,Allt an t-Sionnaich,NULL
1542,Allt Beithe,NULL
1543,Allt Beithe Garbh,None
1544,Allt Beithe Mìn,NULL
1545,Allt Bheannacharan,NULL
1546,Allt Bhreac Achaidh,NULL
1547,Allt Blàr na Gamhna,NULL
1548,allt cas,Adjective
1549,Allt Chaileamanaich,NULL
1550,Allt Cheann na Drochaid,NULL
1551,Allt Choire Mhuilinn,NULL
1552,Allt Coire an t-Seilich,NULL
1553,Allt Coire Ghàidheil,NULL
1554,Allt Cuairteach,None
1555,Allt Cùil na Caillich,NULL
1556,Allt Doire an t-Sluic,None
1557,Allt Éireann,NULL
1558,Allt Feàrna,NULL
1559,Allt Fraoch-Choire,NULL
1560,Allt Gleann Gnìomhaidh,NULL
1561,Allt Goibhre,NULL
1562,Allt Liath,NULL
1563,Allt Mhàrtainn,NULL
1564,Allt Mhic Àra,NULL
1565,Allt na Ceàrdaich,NULL
1566,Allt na Ceàrdaich,NULL
1567,Allt na Craoibhe-Leamhain,NULL
1568,Allt na h-Imriche,NULL
1569,Allt na Mòine Buidhe,NULL
1570,Allt nam Bodachan,NULL
1571,Allt nam Fiodhag,NULL
1572,Allt nan Albannach,NULL
1573,Allt nan Cnàmh,None
1574,Allt nan Gall,NULL
1575,Allt nan Sìthean,NULL
1576,Allt Poll an t-Searraich,NULL
1577,Allt Taighe Cubhaige,NULL
1578,Allt Toll a' Mhuic,None
1579,Allt Toll na h-Imriche,None
1580,Allt Uchd Ròdha,None
1581,Alltan na h-Àtha,NULL
1582,Alltar,NULL
1583,'s mithich dha na pìobairean a bhith a' cur an sionnsair an òrdugh,Adjective
1584,Alofi,NULL
1585,"alpach, alpach, alpaiche, alpaiche, , , alpach, alpach, alpaich, alpaich, alpaiche, alpaiche, alpaich, alpaich, , ",Adjective
1586,alt,Adjective
1587,Alt Chluaidh,NULL
1588,alt naidheachd,Adjective
1589,altachadh bìdh,NULL
1590,altachadh laighe,NULL
1591,altachadh leapa,NULL
1592,altaich claidheamh,None
1593,altraim beachd,None
1594,altramaich dòchas,Adjective
1595,"faireachas, fhaireachas, faireachais, fhaireachais, , , , , , , fhaireachais, , , , , , , , , , , , , , , , , , , , , , ",Common Masculine Noun
1596,Àm a' Charghais,None
1597,am a' phreasaidh,NULL
1598,"àm airson achmhasan, àm airson céilidh",None
1599,àm an Dealachaidh,None
1600,Àm an Toirmisg,NULL
1601,am b' fheairrde thu cuideachd?,NULL
1602,am b' fheairrde thu cuideachd? chuirinn feum air!,None
1603,Am Bac,None
1604,Am Bàgh,None
1605,Am Bàgh an Ear,None
1606,Am Bàgh Toilichte,None
1607,Am Baile Meadhanach,None
1608,Baile a' Chnuic,None
1609,Flaiseadar,None
1610,Am Baile Mór,None
1611,Am Baile Nodha,None
1612,Am Baile Nuadh,None
1613,Am Baile Salach,NULL
1614,am Baile Toirmisgte,None
1615,Am Baile Ùr,None
37525,An Talla Ùr,None
1616,"bàlla, bhàlla, bàlla, bhàlla, , , , , , , bhàlla, bàllaichean, bhàllaichean, , , , , , , bàllaibh, bhàllaibh, bàllaichean, bhàllaichean, , , , , , , bhàllaichean, , , ",Common Masculine Noun
1617,Am Bàr,None
1618,Am Baran Dearg,NULL
1619,Am Barragho,NULL
1620,am bàs air an robh e toillteach,NULL
1621,am beachd a,None
1622,beinn-theine,Adjective
1623,am beul a' bhaile,NULL
1624,am bheil e airson [A]?,NULL
1625,am bheil sin agad ann an dubh san gheal?,NULL
1626,am bheil stà sam bith ann,None
1627,a bheil thu ag iarraidh fios carson a…,None
1628,am bi an trèan seo a' coinneachadh na té gu Glaschu,None
1629,am bi thu ri ball-coise?,NULL
1630,am bi thu ri goilf?,NULL
1631,Am Bidean,NULL
1632,Am Bile,Adjective
1633,am bileach-losgainn,NULL
1634,am bileach-losgainn connlaich,NULL
1635,am bileach-losgainn mór,NULL
1636,am biodh fhios agad ...,NULL
1637,am bitheantas,Adjective
1638,Am Blàr Dubh,None
1639,Am Blàr Mór,None
1640,"am bliadhna, am-bliadhna, ",Other (create single empty record)
1641,"Bliogh, Bhliogh, Bliogha, Bhliogha, , , , , ",Masculine Names
1642,am bodach agam,NULL
1643,Am Bodha Ruadh,NULL
1644,"Bràighe na h-Eaglais Brice, Bràighe na h-Eaglaise Brice",None
1645,Am Braon,None
1646,am broinn [A],None
1647,am broinn [À] làithean obrach,NULL
1648,am broinn na bliadhna,NULL
1649,Am Bròlainn,NULL
1650,Am Bruthach,NULL
1651,Am Buachaille,None
1652,am bun [A],NULL
1653,am bun na h-oibre,NULL
1654,am burraidh borb a th' annad!,Adjective
1655,àm eadragainn,None
1656,am faca tu gin an-raoir,None
1657,am faca tu liath-chearc?,NULL
1658,am facal mu dheireadh,NULL
1659,am fad is a chaidh e,None
1660,am faigh mi [A] air iasad?,NULL
1661,am faigh mi [A]?,NULL
1662,am faigh mi facal de [AS]?,NULL
1663,am faigh mi fiach £50 de shiùcar,None
1664,am faod mi a bhith cho dàn is a ràdh gun/gur ...,NULL
1665,am faod mi bruidhinn ri [A]?,Adjective
1666,"Faoilteach, Faoilleach, Fhaoilteach, Fhaoilleach, Fhaoiltich, Fhaoillich, Faoiltich, Faoillich, , , , ",Masculine Names
1667,Am Fasadh,None
1668,am fasan a bha aig bha e a-riamh ris,None
1669,am feabhas,NULL
1670,am feadh,NULL
1671,am feadh 's a bha e ...,NULL
1672,am fealla-dhà,NULL
1673,Am Feamanadh,NULL
1674,am fear a bha air dheireadh bithidh e air thoiseach,NULL
1675,am fear a bhios air deireadh beiridh a' bhiast air,NULL
1676,"am fear a bhios ann, nithear clann ris",NULL
1677,am fear a bhios caillte fhuaradh e,NULL
1678,am fear a bhios fad aig an aiseag gheibh e thairis uaireigin,NULL
1679,"am fear a bhios fada aig an aiseag, gheibh e thairis uaireigin",NULL
1680,am fear a bhios 'na thàmh cuiridh e na cait san teine,None
1681,am fear a bu shine agus am fear a bu ghiorra,NULL
1682,"am fear a chuireadh a chorrag 'nam shùil, chuirinn mi ghlùn 'na chliabh",NULL
1683,"am fear a ghléidheas a theangaidh, ghléidhidh e a charaid",None
1684,"am fear a ghoideas an t-snàthad, ghoideadh e am meuran nam faodadh e",NULL
1685,"am fear a laigheas sa pholl, togaidh e an làthach",NULL
1686,"am fear a nì a obair 'na àm, bithidh e 'na leth-thàmh",None
1687,am fear a tha ris na caoraich,NULL
1688,"am fear a théid san droigheann dhomh, théid mi san dris dha",NULL
1689,"am fear aig a bheil, cumadh e; am fear bho am bi, tàirneadh e",None
1690,"am fear aig am bi ìm, gheibh e ìm",None
1691,am fear am bu leis [A],NULL
1692,"am fear as fhaide bha beò riamh, fhuair e am bàs",NULL
1693,am fear as fliche rachadh e don allt,None
1694,"am fear as luaithe làmh, 's e as fhearr cuid",NULL
1695,am fear as sine is am fear as giorra dha,None
1696,am fear comhailteach,NULL
1697,"am fear d' an dàn a chroich, cha déid gu bràth a bhàthadh",None
1698,am Fear gu h-Àrd,None
1699,"meite, mheite, meite, mheite, , , , , , , mheite, meitean, mheitean, , , , , , , meiteibh, mheiteibh, meitean, mheitean, , , , , , , mheitean, , , ",Common Masculine Noun
1700,"am fear leis am fuachd, fuaighidh e",None
1701,am Fear-Millidh,None
1702,Am Fear Mór Fhéin,NULL
1703,Am Fear nach Abair Mi,None
1704,"am fear nach amhairc roimhe, amhaircidh a 'na dhéidh",None
1705,"am fear nach dèan cur ré latha fuar, cha dèan e buain rè latha teth",None
1706,"am fear nach fosgail a sporan, fosglaidh e a bheul",Adjective
1707,"am fear nach gléidh an sgillinn, cha bhi an gini aige",NULL
1708,"am fear nach misnich, cha bhuannaich",None
1709,Am Fear Saoraidh,NULL
1710,Am Fear Ud,None
1711,"am feast, am feasd, am-feast, am-feasd, ",Other (create single empty record)
1712,am feasta,NULL
1713,"am feur a thig a-mach sa Mhàirt, théid e a-steach sa Ghiblean",NULL
1714,am fianais Neimh is Talamh!,NULL
1715,am ficheadamh cuibhreann de [A],None
1716,am fios a bu lugha,NULL
1717,am fios cinnteach gun/gur ...,NULL
1718,am fios dhut gun ...,NULL
1719,am fiosrach thu air sin?,None
1720,Am Focal,NULL
1721,am freagair thu sin?,NULL
1722,Am Freiceadan Dubh,None
1723,am fuath,None
1724,am mac airson sparr is an t-athair gun bhreith,None
1725,am mac as meadhanaiche,NULL
1726,am mac as sine,NULL
1727,am mac stròdhail,NULL
1728,am mac stròidheil,NULL
1729,"Mòigh, A' Mhòigh, Mòigh, Mhòigh, na Mòighe, Mhòighe, , , Mhòigh, , ",Feminine Names
1730,Am Mainistear,NULL
1731,am marbh a' mheadhan-oidhche,NULL
1732,Am Marcas Latharnach,NULL
1733,Am Marg,NULL
1734,Marc Innis,None
1735,"Màrt, Mhàrt, Mhàirt, Màirt, , Mhàirt, , ",Masculine Names
1736,àm math a tha seo,None
1737,Am Meadhan,NULL
1738,am meadhan na mòintich air oidhche dhorcha,NULL
1739,Am Meall,None
1740,Am Meallan,NULL
1741,Am Mìle Rìoghail,NULL
1742,port mireanach,None
1743,"am modh poileataigeach, am modh-obrachaidh poileataigeach",Adjective
1744,Am Monadh Mór,NULL
1745,am Monadh Neagrach,None
1746,"tairbheach, thairbheach, tairbhiche, thairbhiche, , , tairbheach, thairbheach, tairbhich, thairbhich, tairbhiche, thairbhiche, tairbhich, thairbhich, , ",Adjective
1747,am Muileach e?,NULL
1748,am muir a' gabhail dhi gu cruaidh,None
1749,Am Muir Arabach,Adjective
1750,Am Muir Baltach,None
1751,Am Muir Buidhe,Adjective
29942,"ma tha thu airson do bheatha a bhith buidhe, na rach eadar an té ruadh is a' chreag",Adjective
1752,Am Muir Caraibeach,None
1753,am Muir Caspach,None
1754,Am Muir Dubh,None
1755,am Muir Gròmach,None
1756,am Muir Iònach,None
1757,Am Muir Liogùrach,Adjective
1758,Am Muir Meadhanach,None
1759,am Muir Ruadh,None
1760,am Muir Seapanach,None
1761,Am Muir Sìneach a Deas,Adjective
30403,diurra!,Adjective
1762,Am Muir Sìneach an Ear,None
1763,am Muir Tirreineach,None
1764,Am Mullach,NULL
1765,Am Munnd,NULL
1766,Am Pentagon,NULL
1767,a' phlàigh-,None
1768,Am Pon Mór,NULL
1769,"posta, post, phosta, phost, posta, phosta, , , , , , , phosta, postachan, phostachan, postaichean, phostaichean, , , , , postaibh, phostaibh, postaichean, phostaichean, , , , , , , phostaichean, , , ",Common Masculine Noun
1770,Am Prionnsa Céile,None
1771,Am Prionnsa Teàrlach,NULL
1772,Am Vesuvius,NULL
1773,a-mach á seo!,NULL
1774,a-mach air,None
1775,a-mach air a bhus le [A],NULL
1776,a-mach air a chéile gu dubh,None
1777,a-mach air an doras,NULL
1778,a-mach air an fhairrge,NULL
1779,a-mach air ceann-dìreach,NULL
1780,a-mach air do bheul,NULL
1781,a-mach air toll dorais,NULL
1782,a-mach ás mo shealladh!,NULL
1783,a-mach bho [A] ...,NULL
1784,a-mach gun dug mi,NULL
1785,a-mach na ràimh!,NULL
1786,amadain air do chasan,None
1787,amadain na galla,None
1788,"brilleanach, bhrilleanach, brilleanaiche, bhrilleanaiche, , , brilleanach, bhrilleanach, brilleanaich, bhrilleanaich, brilleanaiche, bhrilleanaiche, brilleanaich, bhrilleanaich, , ",Adjective
1789,meamran maighdinn,None
1790,amadan an tighearna,Adjective
1791,amadan gun toinisg,NULL
1792,amadan na croiche,NULL
1793,tha e laghach do,None
1794,amadan-mòintich,Adjective
1795,"amaideas, , amaideis, , , , , , , , , amaideasan, , , , , , , , amaideasaibh, , amaideasan, , , , , , , , amaideasan, , , ",Common Masculine Noun
1796,sa mhadainn a-màireach,None
1797,coin-fhiacaill,None
1798,amais air [A],None
1799,Àmait,NULL
1800,Àmait nan Cuilean,NULL
1801,"amaitear, amaitear, amaiteir, amaiteir, , , , , , , amaiteir, amaitearan, amaitearan, , , , , , , amaitearaibh, amaitearaibh, amaitearan, amaitearan, , , , , , , amaitearan, , , ",Common Masculine Noun
1802,amalachas,NULL
1803,amalachas sòisealta,NULL
1804,"amalaicheam, amalaich, amalaicheadh, amalaicheamaid, amalaichibh, amalaicheadh, amalachadh, , , , , , , , , , , , , , , , amalaichidh, dh'amalaicheas, amalaich, amalaich, dh'amalaich, do dh'amalaich, amalaichte, amalaichte, dh'amalaichinn, dh'amalaicheadh, dh'amalaicheamaid, amalaichinn, amalaichinn, amalaicheadh, amalaicheadh, amalaicheamaid, amalaicheamaid, amalaichear, amalaichtear, amalaichear, dh'amalaichear, amalaichear, amalaichear, dh'amalaicheadh, do dh'amalaicheadh, dh'amalaichte, dh'amalaichiste, dh'amalaichist, amalaichte, amalaichiste, amalaichist, amalaichte, amalaichiste, amalaichist, , ",Verb
1805,amalaich do theanga ann an gnothaichean daoine eile,None
1806,amalaichte,Adjective
1807,amall,NULL
1808,amannan gun àireamh,None
1809,amannan tiamhaidh,None
1810,amar-snàimh,None
1811,amas air [A] tuilleadh,NULL
1812,amasan is cinn-uidhe,None
1813,bliadhna an t-sneachda bhuidhe,Adjective
1814,"amhach, amhach, amhaich, amhaich, amhaich, amhaich, , , , , , , amhach, amhachan, , , , , , , , amhachaibh, amhachaibh, amhachan, , , , , , , , , , ",Common Feminine Noun
1815,amhach na clàrsaich,Adjective
1816,amhaich mar sgarbh,Adjective
1817,"àmhailt, , àmhailt, , àmhailte, , , , , , , , , àmhailtean, , , , , , , , àmhailtibh, , àmhailtean, , , , , , , , , , ",Common Feminine Noun
1818,"àmhainn, àmhuinn, , àmhainn, , àmhainne, àmhuinne, , , , , , , , , àmhainnean, àmhuinnean, , , , , , , , àmhainnibh, àmhuinnibh, , àmhainnean, àmhuinnean, , , , , , , , , , ",Common Feminine Noun
1819,àmhainn meanbh-thonn,Adjective
1820,amharas faondrach,NULL
1821,"amharasach, amharusach, , amharasaiche, amharusaiche, , , , amharasach, , amharasaich, amharusaich, , amharasaiche, , amharasaich, , , ",Adjective
1822,"amharc, , amhairc, , , , , , , , , amhairc, , , , , , , , amharcaibh, , amharc, , , , , , , , amharca, , , ",Common Masculine Noun
1823,amharc mu dheas,None
1824,amhlaich do theanga ann an gnothach,None
1825,"amhlair, , amhlaire, , , , , , , , , amhlairean, , , , , , , , amhlairibh, , amhlairean, , , , , , , , amhlairean, , , ",Common Masculine Noun
1826,Ammàn,NULL
1827,Amsterdam,NULL
1828,Amtharais,Adjective
1829,a-muigh aig tulaich,NULL
1830,a-muigh air a' bhlàr,NULL
1831,a-muigh do chrìochan,None
1832,a-muigh is a-mach,NULL
1833,a-muigh is a-mach,None
1834,a-muigh mun doras,NULL
1835,"an, am, ",Other (create single empty record)
1836,an [A] a' dol bàs,NULL
1837,"an air a feadh, an air fheadh",None
1838,an [A] as fhaide deas,NULL
1839,an [A] as fhaide ear,NULL
1840,an [A] as fhaide iar,NULL
1841,an [A] as fhaide tuath,NULL
1842,an [A] dh' am bu leis iad,NULL
1843,an [A] dhen do ghabh [AS] ùidh,NULL
1844,an [A] leis an leis e,NULL
1845,an [A] seo,NULL
1846,an [A] seo agus na dlùth [A iol],NULL
1847,an [A] sin,NULL
1848,an [A] ud,NULL
1849,an [A1] bu chòir a bhith 'na [A2] ...,NULL
1850,an [ÀM] sin,NULL
1851,An Abhainn Bhuidhe,None
1852,An Abhainn Deas,None
1853,An Abhainn Dubh,NULL
1854,An Adria,NULL
1855,an aghaidh a' chuilg,NULL
1856,an aghaidh an t-sluaigh,NULL
1857,An Aghaidh Mhór,None
1858,an aghaidh mo chàlach,NULL
1859,an aghaidh na gréine,NULL
1860,an aghaidh poileasaidh poblach,NULL
1861,an aghaidh toil,None
1862,an ainm an Àigh!,NULL
1863,"An ainm an Athar agus a Mhic agus an Spioraid Naoimh, Amen!",None
1864,an ainm Ìosa thug dhinn am bàs,NULL
1865,"An Àird, An Àird, An Àird, An Àird, Na h-Àirde, Na h-Àirde, , , Àird, , ",None
1866,An Àird Chumhaing,NULL
1867,An Àird Fhearnail,NULL
1868,an aire air do [A1] air [A2]!,NULL
1869,an aire air do pheirceall! có bhuaithe?,NULL
1870,an aire mus bris iad!,NULL
1871,an aire nach ...,NULL
1872,an aire ort fhéin!,NULL
1873,an aire!,NULL
1874,an àite seasamh [G] iad,NULL
1875,An Àithne,NULL
1876,an aithnich thu,None
1877,an altaibh a chéile,None
1878,Tèarmann Nàdair Nàiseanta Beinn Eighe,None
1879,an àm na h-éiginn dearbhair na caraidean,None
1880,An Amason,NULL
1881,gun amharas,None
1882,An Annaid,None
1883,an ann an dha-rìribh a tha thu?,None
1884,an ann a-rithist?,NULL
1885,An Annaid,None
1886,"An Antartaig, An Antartaig, An Antartaig, An Antartaig, Na h-Antartaig, , Na h-Antartaige, , Antartaig, , ",Feminine Names
1887,an aon adhbhar,NULL
1888,an aon dòigh rium fhìn,NULL
1889,an aon fheachd,NULL
1890,an aon uiread,None
1891,an aona chreutair leis an docha mise,NULL
1892,an aona duan aig [A],None
1893,"An Apainn, , An Apainn, , na h-Apainne, , , , , , ",Feminine Names
1894,"Argantain, , Argantain, , Argantaine, , , , , , ",Feminine Names
1895,"suathair, shuathair, suathair, shuathair, , , , , , , shuathair, suathairean, shuathairean, , , , , , , suathairibh, shuathairibh, suathairean, shuathairean, , , , , , , shuathairean, , , ",Common Masculine Noun
1896,An Bàgh an Iar,None
1897,An Cabhlach Rìoghail,None
1898,An Caigeann,Adjective
1899,an caisean beag ud!,NULL
1900,An Caisteal,Adjective
1901,An Camas,NULL
1902,an caochladh beachd,NULL
1903,caolan dìreach,None
1904,An Caolas,None
1905,An Caolas Beag,NULL
1906,An Caolas Leathann,NULL
1907,An Caolas Mór,NULL
